"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB1_Plant_Avg_AREA_MM","RGB1_Plant_Avg_WIDTH_MM","RGB1_Plant_Avg_HEIGHT_MM"
"9/4/2023",24,"L7_D_16","L7","Drought","RGB1",3364.651859,259.155878,259.0214211
"9/4/2023",24,"L7_D_17","L7","Drought","RGB1",1420.636768,182.9416097,190.8578892
"9/4/2023",24,"L7_D_18","L7","Drought","RGB1",3583.226154,219.0647099,267.3134796
"9/4/2023",24,"L7_D_19","L7","Drought","RGB1",2250.511407,208.5288057,271.2486938
"9/4/2023",24,"L7_D_2","L7","Drought","RGB1",2130.282083,174.1844945,247.2157785
"9/4/2023",24,"L7_D_20","L7","Drought","RGB1",1535.366158,183.6257594,266.6107628
"9/4/2023",24,"L7_D_3","L7","Drought","RGB1",2256.088263,178.6998821,241.8751306
"9/4/2023",24,"L7_D_4","L7","Drought","RGB1",3498.996398,221.8013084,267.7351097
"9/4/2023",24,"L7_D_5","L7","Drought","RGB1",4660.828584,295.6894679,344.4717868
"9/4/2023",24,"L7_D_6","L7","Drought","RGB1",1195.985622,93.72849863,174.8359457
"9/4/2023",24,"L7_D_7","L7","Drought","RGB1",4009.913333,204.5607379,310.6008359
"9/4/2023",24,"L7_D_8","L7","Drought","RGB1",2856.350277,237.26309,230.069488
"9/4/2023",24,"L7_D_9","L7","Drought","RGB1",2835.158224,160.9119918,243.4211076
"9/4/2023",24,"L8_C_1","L8","Control","RGB1",2491.316204,232.8845324,276.308255
"9/4/2023",24,"L8_C_10","L8","Control","RGB1",3251.999367,272.2915508,295.1410658
"9/4/2023",24,"L8_C_11","L8","Control","RGB1",3354.767362,227.8218251,271.9514106
"9/4/2023",24,"L8_C_12","L8","Control","RGB1",3833.300071,261.0714969,251.9942529
"9/4/2023",24,"L8_C_13","L8","Control","RGB1",2402.124969,261.4819867,264.783699
"9/4/2023",24,"L8_C_14","L8","Control","RGB1",3233.807278,243.0099468,331.822884
"9/4/2023",24,"L8_C_15","L8","Control","RGB1",2124.82061,122.4627829,294.1572623
"9/4/2023",24,"L8_C_16","L8","Control","RGB1",3100.116578,166.111529,253.6807732
"9/4/2023",24,"L8_C_17","L8","Control","RGB1",2681.813914,186.7728476,325.7795193
"9/4/2023",24,"L8_C_18","L8","Control","RGB1",3002.2716,265.1763947,270.545977
"9/4/2023",24,"L8_C_19","L8","Control","RGB1",3488.150374,234.3896615,297.6708464
"9/4/2023",24,"L8_C_2","L8","Control","RGB1",2503.585287,254.0931707,251.9942529
"9/4/2023",24,"L8_C_20","L8","Control","RGB1",2665.891028,209.2129553,294.1572623
"9/4/2023",24,"L8_C_3","L8","Control","RGB1",3908.876086,250.1251029,326.060606
"9/4/2023",24,"L8_C_4","L8","Control","RGB1",3280.729791,253.682681,293.4545454
"9/4/2023",24,"L8_C_5","L8","Control","RGB1",3663.686726,196.0772825,289.800418
"9/4/2023",24,"L8_C_6","L8","Control","RGB1",1527.173949,127.1150003,226.1342738
"9/4/2023",24,"L8_C_7","L8","Control","RGB1",2924.157154,279.8171966,302.8709509
"9/4/2023",24,"L8_C_8","L8","Control","RGB1",3420.574264,225.3588865,316.5036572
"9/4/2023",24,"L8_C_9","L8","Control","RGB1",3632.533254,345.2219008,311.4440961
"9/4/2023",24,"L8_D_1","L8","Drought","RGB1",2766.351359,202.0977992,296.2654127
"9/4/2023",24,"L8_D_10","L8","Drought","RGB1",2706.390542,284.7430739,239.34535
"9/4/2023",24,"L8_D_11","L8","Drought","RGB1",3891.453218,275.7122989,355.5747126
"9/4/2023",24,"L8_D_12","L8","Drought","RGB1",2949.695309,221.9381384,267.1729362
"9/4/2023",24,"L8_D_13","L8","Drought","RGB1",3358.305781,314.8456574,241.4535005
"9/4/2023",24,"L8_D_14","L8","Drought","RGB1",3301.42185,331.9493981,264.9242424
"9/4/2023",24,"L8_D_15","L8","Drought","RGB1",2883.196108,270.9232515,292.4707419
"9/4/2023",24,"L8_D_16","L8","Drought","RGB1",3051.347933,171.7215559,310.3197492
"9/4/2023",24,"L8_D_17","L8","Drought","RGB1",3418.343521,300.6153452,275.8866249
"9/4/2023",24,"L8_D_18","L8","Drought","RGB1",3870.761159,263.5344356,288.676071
"9/4/2023",24,"L8_D_19","L8","Drought","RGB1",2031.052506,199.9085204,298.9357367
"9/4/2023",24,"L8_D_2","L8","Drought","RGB1",2985.348727,291.1740804,283.3354232
"9/4/2023",24,"L8_D_20","L8","Drought","RGB1",2838.081266,151.0602372,270.8270637
"9/4/2023",24,"L8_D_3","L8","Drought","RGB1",2752.313066,219.2015399,259.7241379
"9/4/2023",24,"L8_D_4","L8","Drought","RGB1",2580.584362,200.0453504,257.1943574
"9/4/2023",24,"L8_D_5","L8","Drought","RGB1",3259.922349,265.5868844,311.4440961
"9/4/2023",24,"L8_D_6","L8","Drought","RGB1",3150.692893,160.501502,290.9247649
"9/4/2023",24,"L8_D_7","L8","Drought","RGB1",2611.391684,168.9849574,285.4435737
"9/4/2023",24,"L8_D_8","L8","Drought","RGB1",2535.469519,159.5436926,263.0971787
"9/4/2023",24,"L8_D_9","L8","Drought","RGB1",3277.575983,228.9164645,310.0386625
"9/4/2023",24,"L6_C_1","L6","Control","RGB1",3124.385517,174.3213245,264.0809822
"9/4/2023",24,"L6_C_2","L6","Control","RGB1",2651.198897,180.2050112,239.4858934
"9/4/2023",24,"L6_C_3","L6","Control","RGB1",1888.631142,129.577939,261.2701149
"9/4/2023",24,"L6_C_4","L6","Control","RGB1",3101.27041,288.1638221,261.1295716
"9/4/2023",24,"L6_C_5","L6","Control","RGB1",1849.554688,107.8219809,224.1666667
"9/4/2023",24,"L6_C_6","L6","Control","RGB1",3382.497798,209.6234451,269.8432602
"9/4/2023",24,"L6_C_7","L6","Control","RGB1",2371.971485,195.3931329,275.183908
"9/4/2023",24,"L6_C_8","L6","Control","RGB1",3207.461441,301.1626649,231.8965517
"9/4/2023",24,"L6_C_9","L6","Control","RGB1",2835.658218,247.3885044,250.3077325
"9/4/2023",24,"L6_D_1","L6","Drought","RGB1",2085.244163,188.4148067,250.1671891
"9/4/2023",24,"L6_D_2","L6","Drought","RGB1",2554.200064,186.088698,230.3505747
"9/4/2023",24,"L6_D_3","L6","Drought","RGB1",2645.968191,206.6131868,272.3730407
"9/4/2023",24,"L6_D_4","L6","Drought","RGB1",2463.624229,201.2768197,218.5449321
"9/4/2023",24,"L6_D_5","L6","Drought","RGB1",2763.428317,252.8617014,251.7131661
"9/4/2023",24,"L6_D_6","L6","Drought","RGB1",2666.506406,215.5071319,241.8751306
"9/4/2023",24,"L6_D_7","L6","Drought","RGB1",2759.312982,281.1854959,256.9132706
"9/4/2023",24,"L6_D_8","L6","Drought","RGB1",3033.078922,249.988273,267.3134796
"9/4/2023",24,"L6_D_9","L6","Drought","RGB1",2974.425781,156.943924,320.0172414
"9/4/2023",24,"L6_C_10","L6","Control","RGB1",3499.611775,197.3087519,294.1572623
"9/4/2023",24,"L6_C_11","L6","Control","RGB1",3646.763852,293.6370191,297.1086729
"9/4/2023",24,"L6_C_12","L6","Control","RGB1",3399.266827,214.4124925,326.4822361
"9/4/2023",24,"L6_C_13","L6","Control","RGB1",5061.439153,270.102272,291.9085684
"9/4/2023",24,"L6_C_14","L6","Control","RGB1",3975.14452,280.3645163,292.3301985
"9/4/2023",24,"L6_C_15","L6","Control","RGB1",1773.017147,99.47535548,247.3563218
"9/4/2023",24,"L6_C_16","L6","Control","RGB1",3638.802409,186.4991878,287.2706374
"9/4/2023",24,"L6_C_18","L6","Control","RGB1",3916.52984,293.2265293,278.1353187
"9/4/2023",24,"L6_D_10","L6","Drought","RGB1",2835.542835,207.0236765,282.0705329
"9/4/2023",24,"L6_D_11","L6","Drought","RGB1",3388.959259,214.1388326,297.3897597
"9/4/2023",24,"L6_D_12","L6","Drought","RGB1",3552.803443,289.5321213,284.03814
"9/4/2023",24,"L6_D_13","L6","Drought","RGB1",2845.773481,275.1649792,259.3025078
"9/4/2023",24,"L6_D_14","L6","Drought","RGB1",3552.418832,214.8229823,260.0052246
"9/4/2023",24,"L6_D_15","L6","Drought","RGB1",4370.062849,268.7339727,288.5355277
"9/4/2023",24,"L6_D_16","L6","Drought","RGB1",4088.1047,257.9244086,279.2596656
"9/4/2023",24,"L6_D_17","L6","Drought","RGB1",3263.922301,242.4626271,276.8704284
"9/4/2023",24,"L6_D_18","L6","Drought","RGB1",4221.487712,313.0668684,284.4597701
"9/4/2023",24,"L9_C_1","L9","Control","RGB1",3363.421105,350.284608,306.6656217
"9/4/2023",24,"L9_C_10","L9","Control","RGB1",3621.148775,258.1980685,285.3030303
"9/4/2023",24,"L9_C_11","L9","Control","RGB1",3015.84836,231.3794032,298.0924765
"9/4/2023",24,"L9_C_12","L9","Control","RGB1",3598.341357,237.5367498,308.9143156
"9/4/2023",24,"L9_C_13","L9","Control","RGB1",2786.851113,223.0327778,242.1562173
"9/4/2023",24,"L9_C_14","L9","Control","RGB1",2344.471816,140.524333,287.8328109
"9/4/2023",24,"L9_C_15","L9","Control","RGB1",2546.238621,150.6497474,252.415883
"9/4/2023",24,"L9_C_16","L9","Control","RGB1",3123.039379,186.9096776,255.3672936
"9/4/2023",24,"L9_C_17","L9","Control","RGB1",3049.578724,235.6211309,257.053814
"9/4/2023",24,"L9_C_18","L9","Control","RGB1",3288.614312,190.3304257,276.4487983
"9/4/2023",24,"L9_C_19","L9","Control","RGB1",2210.281121,174.3213245,246.2319749
"9/4/2023",24,"L9_C_2","L9","Control","RGB1",2038.783183,244.6519059,277.0109718
"9/4/2023",24,"L9_C_20","L9","Control","RGB1",3056.117107,260.2505174,281.0867294
"9/4/2023",24,"L9_C_3","L9","Control","RGB1",1838.285593,189.6462761,267.3134796
"9/4/2023",24,"L9_C_4","L9","Control","RGB1",3310.421742,234.8001513,277.9947753
"9/4/2023",24,"L9_C_5","L9","Control","RGB1",2243.742257,190.0567658,263.0971787
"9/4/2023",24,"L9_C_6","L9","Control","RGB1",4694.25126,300.7521752,303.0114942
"9/4/2023",24,"L9_C_7","L9","Control","RGB1",3522.726882,219.2015399,267.1729362
"9/4/2023",24,"L9_C_8","L9","Control","RGB1",3147.577546,158.722713,328.1687565
"9/4/2023",24,"L9_C_9","L9","Control","RGB1",3709.993861,207.8446561,297.2492163
"9/4/2023",24,"L9_D_1","L9","Drought","RGB1",2737.42863,185.1308885,226.1342738
"9/4/2023",24,"L9_D_10","L9","Drought","RGB1",2859.427163,173.0898551,268.4378265
"9/4/2023",24,"L9_D_11","L9","Drought","RGB1",2963.541296,196.3509424,260.145768
"9/4/2023",24,"L9_D_12","L9","Drought","RGB1",2925.964825,223.4432675,248.6212121
"9/4/2023",24,"L9_D_13","L9","Drought","RGB1",3887.56865,289.3952914,266.7513062
"9/4/2023",24,"L9_D_14","L9","Drought","RGB1",3911.299134,313.0668684,279.6812957
"9/4/2023",24,"L9_D_15","L9","Drought","RGB1",2893.388294,219.4751997,246.9346917
"9/4/2023",24,"L9_D_16","L9","Drought","RGB1",2880.503833,241.9153074,291.4869383
"9/4/2023",24,"L9_D_17","L9","Drought","RGB1",2506.969862,209.0761254,268.4378265
"9/4/2023",24,"L9_D_18","L9","Drought","RGB1",2084.590324,213.5915129,266.3296761
"9/4/2023",24,"L9_D_19","L9","Drought","RGB1",3014.07915,256.1456196,258.0376175
"9/4/2023",24,"L9_D_2","L9","Drought","RGB1",3030.040497,219.8856895,267.1729362
"9/4/2023",24,"L9_D_20","L9","Drought","RGB1",3522.765343,204.9712277,265.6269592
"9/4/2023",24,"L9_D_3","L9","Drought","RGB1",2649.583532,132.5881973,303.292581
"9/4/2023",24,"L9_D_4","L9","Drought","RGB1",3364.536476,204.6975678,272.7946708
"9/4/2023",24,"L9_D_5","L9","Drought","RGB1",2995.194762,217.4227508,339.4122257
"9/4/2023",24,"L9_D_6","L9","Drought","RGB1",2850.73496,148.4604686,262.9566353
"9/4/2023",24,"L9_D_7","L9","Drought","RGB1",3192.577005,146.6816796,269.4216301
"9/4/2023",24,"L9_D_8","L9","Drought","RGB1",3229.884248,249.4409533,282.2110763
"9/4/2023",24,"L9_D_9","L9","Drought","RGB1",2393.163538,151.3338971,283.7570533
"9/6/2023",26,"L3_C_1","L3","Control","RGB1",4949.594344,267.6393333,273.2163009
"9/6/2023",26,"L3_C_2","L3","Control","RGB1",4300.986757,178.5630521,303.292581
"9/6/2023",26,"L3_C_3","L3","Control","RGB1",4967.747972,283.1011148,297.8113897
"9/6/2023",26,"L3_C_4","L3","Control","RGB1",4179.872828,227.2745054,258.4592476
"9/6/2023",26,"L3_C_5","L3","Control","RGB1",4714.481786,321.9608135,269.2810867
"9/6/2023",26,"L3_C_6","L3","Control","RGB1",6432.576516,397.3541022,254.6645768
"9/6/2023",26,"L3_C_7","L3","Control","RGB1",5624.97084,359.8627028,272.091954
"9/6/2023",26,"L3_C_8","L3","Control","RGB1",5930.005635,313.3405283,287.4111808
"9/6/2023",26,"L3_C_9","L3","Control","RGB1",5061.208387,287.8901622,285.4435737
"9/6/2023",26,"L3_D_1","L3","Drought","RGB1",6895.340183,380.2503616,275.7460815
"9/6/2023",26,"L3_D_2","L3","Drought","RGB1",4765.481173,211.2654042,272.9352142
"9/6/2023",26,"L3_D_3","L3","Drought","RGB1",5298.320921,300.4785153,284.3192267
"9/6/2023",26,"L3_D_4","L3","Drought","RGB1",6380.269452,360.9573422,307.2277952
"9/6/2023",26,"L3_D_5","L3","Drought","RGB1",5074.708224,261.2083268,297.6708464
"9/6/2023",26,"L3_D_6","L3","Drought","RGB1",4665.32853,250.3987628,268.2972832
"9/6/2023",26,"L3_D_7","L3","Drought","RGB1",6894.455579,290.2162709,319.4550679
"9/6/2023",26,"L3_D_8","L3","Drought","RGB1",4790.0578,358.4944035,243.8427377
"9/6/2023",26,"L3_D_9","L3","Drought","RGB1",5009.324395,341.9379826,212.5015674
"9/6/2023",26,"L1_C_1","L1","Control","RGB1",4630.328951,317.5822559,276.5893417
"9/6/2023",26,"L1_C_10","L1","Control","RGB1",3212.653686,194.0248337,289.0977011
"9/6/2023",26,"L1_C_11","L1","Control","RGB1",3390.497702,214.9598122,319.876698
"9/6/2023",26,"L1_C_12","L1","Control","RGB1",3593.572184,258.8822181,280.6650993
"9/6/2023",26,"L1_C_13","L1","Control","RGB1",6874.725047,350.8319277,352.3422152
"9/6/2023",26,"L1_C_14","L1","Control","RGB1",7287.220088,432.382563,305.8223615
"9/6/2023",26,"L1_C_15","L1","Control","RGB1",3004.002348,216.6017713,289.9409613
