"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB1.RGB2_Plant_Volume"
"9/4/2023",24,"L1_D_5","L1","Drought","RGB1/RGB2",422847.002
"9/4/2023",24,"L1_D_6","L1","Drought","RGB1/RGB2",191459.9389
"9/4/2023",24,"L1_D_7","L1","Drought","RGB1/RGB2",118765.2646
"9/4/2023",24,"L1_D_8","L1","Drought","RGB1/RGB2",146858.2847
"9/4/2023",24,"L1_D_9","L1","Drought","RGB1/RGB2",309001.9552
"9/4/2023",24,"L3_C_1","L3","Control","RGB1/RGB2",269598.3737
"9/4/2023",24,"L3_C_2","L3","Control","RGB1/RGB2",185159.9726
"9/4/2023",24,"L3_C_3","L3","Control","RGB1/RGB2",260089.4764
"9/4/2023",24,"L3_C_4","L3","Control","RGB1/RGB2",200482.0076
"9/4/2023",24,"L3_C_5","L3","Control","RGB1/RGB2",203659.872
"9/4/2023",24,"L3_C_6","L3","Control","RGB1/RGB2",329654.8959
"9/4/2023",24,"L3_C_7","L3","Control","RGB1/RGB2",301555.8417
"9/4/2023",24,"L3_C_8","L3","Control","RGB1/RGB2",292832.0151
"9/4/2023",24,"L3_C_9","L3","Control","RGB1/RGB2",244480.0939
"9/4/2023",24,"L3_D_1","L3","Drought","RGB1/RGB2",329599.765
"9/4/2023",24,"L3_D_2","L3","Drought","RGB1/RGB2",180172.8513
"9/4/2023",24,"L3_D_3","L3","Drought","RGB1/RGB2",228981.8374
"9/4/2023",24,"L3_D_4","L3","Drought","RGB1/RGB2",333454.6222
"9/4/2023",24,"L3_D_5","L3","Drought","RGB1/RGB2",218658.1763
"9/4/2023",24,"L3_D_6","L3","Drought","RGB1/RGB2",189728.7355
"9/4/2023",24,"L3_D_7","L3","Drought","RGB1/RGB2",349807.2741
"9/4/2023",24,"L3_D_8","L3","Drought","RGB1/RGB2",209029.4692
"9/4/2023",24,"L3_D_9","L3","Drought","RGB1/RGB2",250143.9294
"9/4/2023",24,"L2_C_1","L2","Control","RGB1/RGB2",160544.8381
"9/4/2023",24,"L2_C_2","L2","Control","RGB1/RGB2",261577.9594
"9/4/2023",24,"L2_C_3","L2","Control","RGB1/RGB2",202055.6229
"9/4/2023",24,"L2_C_4","L2","Control","RGB1/RGB2",179039.2101
"9/4/2023",24,"L2_C_5","L2","Control","RGB1/RGB2",224146.4679
"9/4/2023",24,"L2_C_6","L2","Control","RGB1/RGB2",258746.0186
"9/4/2023",24,"L2_C_7","L2","Control","RGB1/RGB2",160471.6074
"9/4/2023",24,"L2_C_8","L2","Control","RGB1/RGB2",194934.2698
"9/4/2023",24,"L2_C_9","L2","Control","RGB1/RGB2",166389.3879
"9/4/2023",24,"L2_D_1","L2","Drought","RGB1/RGB2",241136.6157
"9/4/2023",24,"L2_D_2","L2","Drought","RGB1/RGB2",144335.3215
"9/4/2023",24,"L2_D_3","L2","Drought","RGB1/RGB2",266723.6058
"9/4/2023",24,"L2_D_4","L2","Drought","RGB1/RGB2",124425.1934
"9/4/2023",24,"L2_D_5","L2","Drought","RGB1/RGB2",160581.0867
"9/4/2023",24,"L2_D_6","L2","Drought","RGB1/RGB2",148007.5536
"9/4/2023",24,"L2_D_7","L2","Drought","RGB1/RGB2",216864.7905
"9/4/2023",24,"L2_D_8","L2","Drought","RGB1/RGB2",196065.1167
"9/4/2023",24,"L2_D_9","L2","Drought","RGB1/RGB2",182170.4188
"9/4/2023",24,"L5_C_1","L5","Control","RGB1/RGB2",336053.4172
"9/4/2023",24,"L5_C_2","L5","Control","RGB1/RGB2",272899.1638
"9/4/2023",24,"L5_C_3","L5","Control","RGB1/RGB2",423983.0341
"9/4/2023",24,"L5_C_4","L5","Control","RGB1/RGB2",547103.3127
"9/4/2023",24,"L5_C_5","L5","Control","RGB1/RGB2",279867.7819
"9/4/2023",24,"L5_C_6","L5","Control","RGB1/RGB2",286595.2379
"9/4/2023",24,"L5_C_7","L5","Control","RGB1/RGB2",87110.58896
"9/4/2023",24,"L5_C_8","L5","Control","RGB1/RGB2",228710.1767
"9/4/2023",24,"L5_C_9","L5","Control","RGB1/RGB2",126925.1102
"9/4/2023",24,"L5_D_1","L5","Drought","RGB1/RGB2",317194.138
"9/4/2023",24,"L5_D_2","L5","Drought","RGB1/RGB2",321764.7728
"9/4/2023",24,"L5_D_3","L5","Drought","RGB1/RGB2",161743.0583
"9/4/2023",24,"L5_D_4","L5","Drought","RGB1/RGB2",173965.2179
"9/4/2023",24,"L5_D_5","L5","Drought","RGB1/RGB2",437271.5909
"9/4/2023",24,"L5_D_6","L5","Drought","RGB1/RGB2",477517.1899
"9/4/2023",24,"L5_D_7","L5","Drought","RGB1/RGB2",206031.9963
"9/4/2023",24,"L5_D_8","L5","Drought","RGB1/RGB2",326729.1094
"9/4/2023",24,"L5_D_9","L5","Drought","RGB1/RGB2",210411.6456
"9/4/2023",24,"L4_C_1","L4","Control","RGB1/RGB2",277107.0097
"9/4/2023",24,"L4_C_2","L4","Control","RGB1/RGB2",246485.0142
"9/4/2023",24,"L4_C_3","L4","Control","RGB1/RGB2",288854.6694
"9/4/2023",24,"L4_C_4","L4","Control","RGB1/RGB2",187223.3749
"9/4/2023",24,"L4_C_5","L4","Control","RGB1/RGB2",225192.2357
"9/4/2023",24,"L4_C_6","L4","Control","RGB1/RGB2",235759.7279
"9/4/2023",24,"L4_C_7","L4","Control","RGB1/RGB2",215422.4127
"9/4/2023",24,"L4_C_8","L4","Control","RGB1/RGB2",158580.352
"9/4/2023",24,"L4_C_9","L4","Control","RGB1/RGB2",216501.3253
"9/4/2023",24,"L4_D_1","L4","Drought","RGB1/RGB2",188239.1583
"9/4/2023",24,"L4_D_2","L4","Drought","RGB1/RGB2",292537.4354
"9/4/2023",24,"L4_D_3","L4","Drought","RGB1/RGB2",256949.4704
"9/4/2023",24,"L4_D_4","L4","Drought","RGB1/RGB2",174758.75
"9/4/2023",24,"L4_D_5","L4","Drought","RGB1/RGB2",149663.407
"9/4/2023",24,"L4_D_6","L4","Drought","RGB1/RGB2",294946.3391
"9/4/2023",24,"L4_D_7","L4","Drought","RGB1/RGB2",296679.2815
"9/4/2023",24,"L4_D_8","L4","Drought","RGB1/RGB2",196526.1363
"9/4/2023",24,"L4_D_9","L4","Drought","RGB1/RGB2",189808.248
"9/4/2023",24,"L7_C_1","L7","Control","RGB1/RGB2",99645.21443
"9/4/2023",24,"L7_C_10","L7","Control","RGB1/RGB2",163072.4881
"9/4/2023",24,"L7_C_11","L7","Control","RGB1/RGB2",110044.2682
"9/4/2023",24,"L7_C_12","L7","Control","RGB1/RGB2",181192.7208
"9/4/2023",24,"L7_C_13","L7","Control","RGB1/RGB2",145000.8342
"9/4/2023",24,"L7_C_14","L7","Control","RGB1/RGB2",213191.7672
"9/4/2023",24,"L7_C_15","L7","Control","RGB1/RGB2",108045.1739
"9/4/2023",24,"L7_C_16","L7","Control","RGB1/RGB2",155960.6321
"9/4/2023",24,"L7_C_17","L7","Control","RGB1/RGB2",169601.6101
"9/4/2023",24,"L7_C_18","L7","Control","RGB1/RGB2",103188.7921
"9/4/2023",24,"L7_C_19","L7","Control","RGB1/RGB2",137360.2958
"9/4/2023",24,"L7_C_2","L7","Control","RGB1/RGB2",150372.0459
"9/4/2023",24,"L7_C_20","L7","Control","RGB1/RGB2",158138.6991
"9/4/2023",24,"L7_C_3","L7","Control","RGB1/RGB2",199089.4674
"9/4/2023",24,"L7_C_4","L7","Control","RGB1/RGB2",65289.05597
"9/4/2023",24,"L7_C_5","L7","Control","RGB1/RGB2",295778.1142
"9/4/2023",24,"L7_C_6","L7","Control","RGB1/RGB2",127888.4593
"9/4/2023",24,"L7_C_7","L7","Control","RGB1/RGB2",179103.1236
"9/4/2023",24,"L7_C_8","L7","Control","RGB1/RGB2",88074.49357
"9/4/2023",24,"L7_C_9","L7","Control","RGB1/RGB2",240481.8642
"9/4/2023",24,"L7_D_1","L7","Drought","RGB1/RGB2",136069.4018
"9/4/2023",24,"L7_D_10","L7","Drought","RGB1/RGB2",70849.00054
"9/4/2023",24,"L7_D_11","L7","Drought","RGB1/RGB2",139465.2764
"9/4/2023",24,"L7_D_12","L7","Drought","RGB1/RGB2",146647.7542
"9/4/2023",24,"L7_D_13","L7","Drought","RGB1/RGB2",162398.041
"9/4/2023",24,"L7_D_14","L7","Drought","RGB1/RGB2",109312.4699
"9/4/2023",24,"L7_D_15","L7","Drought","RGB1/RGB2",56188.92342
"9/4/2023",24,"L7_D_16","L7","Drought","RGB1/RGB2",191052.2617
"9/4/2023",24,"L7_D_17","L7","Drought","RGB1/RGB2",45919.86603
"9/4/2023",24,"L7_D_18","L7","Drought","RGB1/RGB2",197370.7549
"9/4/2023",24,"L7_D_19","L7","Drought","RGB1/RGB2",102793.4153
"9/4/2023",24,"L7_D_2","L7","Drought","RGB1/RGB2",106970.7452
"9/4/2023",24,"L7_D_20","L7","Drought","RGB1/RGB2",69887.00814
"9/4/2023",24,"L7_D_3","L7","Drought","RGB1/RGB2",123777.911
"9/4/2023",24,"L7_D_4","L7","Drought","RGB1/RGB2",209152.3287
"9/4/2023",24,"L7_D_5","L7","Drought","RGB1/RGB2",299863.9154
"9/4/2023",24,"L7_D_6","L7","Drought","RGB1/RGB2",39581.95854
"9/4/2023",24,"L7_D_7","L7","Drought","RGB1/RGB2",268083.5581
"9/4/2023",24,"L7_D_8","L7","Drought","RGB1/RGB2",143429.7928
"9/4/2023",24,"L7_D_9","L7","Drought","RGB1/RGB2",156074.0984
"9/4/2023",24,"L8_C_1","L8","Control","RGB1/RGB2",129146.2305
"9/4/2023",24,"L8_C_10","L8","Control","RGB1/RGB2",186223.1211
"9/4/2023",24,"L8_C_11","L8","Control","RGB1/RGB2",209618.7761
"9/4/2023",24,"L8_C_12","L8","Control","RGB1/RGB2",264293.9319
"9/4/2023",24,"L8_C_13","L8","Control","RGB1/RGB2",136056.2076
"9/4/2023",24,"L8_C_14","L8","Control","RGB1/RGB2",223193.5198
"9/4/2023",24,"L8_C_15","L8","Control","RGB1/RGB2",109208.7186
"9/4/2023",24,"L8_C_16","L8","Control","RGB1/RGB2",182471.1005
"9/4/2023",24,"L8_C_17","L8","Control","RGB1/RGB2",156611.9579
"9/4/2023",24,"L8_C_18","L8","Control","RGB1/RGB2",185099.9313
"9/4/2023",24,"L8_C_19","L8","Control","RGB1/RGB2",213210.1881
"9/4/2023",24,"L8_C_2","L8","Control","RGB1/RGB2",128600.9091
"9/4/2023",24,"L8_C_20","L8","Control","RGB1/RGB2",141610.0688
"9/4/2023",24,"L8_C_3","L8","Control","RGB1/RGB2",261014.4847
"9/4/2023",24,"L8_C_4","L8","Control","RGB1/RGB2",229476.9986
"9/4/2023",24,"L8_C_5","L8","Control","RGB1/RGB2",259778.281
"9/4/2023",24,"L8_C_6","L8","Control","RGB1/RGB2",48097.43071
"9/4/2023",24,"L8_C_7","L8","Control","RGB1/RGB2",172821.4127
"9/4/2023",24,"L8_C_8","L8","Control","RGB1/RGB2",244648.3876
"9/4/2023",24,"L8_C_9","L8","Control","RGB1/RGB2",240857.9873
"9/4/2023",24,"L8_D_1","L8","Drought","RGB1/RGB2",159674.7275
"9/4/2023",24,"L8_D_10","L8","Drought","RGB1/RGB2",150891.5747
"9/4/2023",24,"L8_D_11","L8","Drought","RGB1/RGB2",239783.8728
"9/4/2023",24,"L8_D_12","L8","Drought","RGB1/RGB2",194197.0338
"9/4/2023",24,"L8_D_13","L8","Drought","RGB1/RGB2",264308.4078
"9/4/2023",24,"L8_D_14","L8","Drought","RGB1/RGB2",208023.0409
"9/4/2023",24,"L8_D_15","L8","Drought","RGB1/RGB2",188670.8838
"9/4/2023",24,"L8_D_16","L8","Drought","RGB1/RGB2",185319.5363
"9/4/2023",24,"L8_D_17","L8","Drought","RGB1/RGB2",222286.476
"9/4/2023",24,"L8_D_18","L8","Drought","RGB1/RGB2",235394.9338
"9/4/2023",24,"L8_D_19","L8","Drought","RGB1/RGB2",121481.9546
"9/4/2023",24,"L8_D_2","L8","Drought","RGB1/RGB2",178436.734
"9/4/2023",24,"L8_D_20","L8","Drought","RGB1/RGB2",143889.848
"9/4/2023",24,"L8_D_3","L8","Drought","RGB1/RGB2",151559.9532
"9/4/2023",24,"L8_D_4","L8","Drought","RGB1/RGB2",149505.8353
"9/4/2023",24,"L8_D_5","L8","Drought","RGB1/RGB2",217234.4106
"9/4/2023",24,"L8_D_6","L8","Drought","RGB1/RGB2",203585.7743
"9/4/2023",24,"L8_D_7","L8","Drought","RGB1/RGB2",153466.081
"9/4/2023",24,"L8_D_8","L8","Drought","RGB1/RGB2",136803.0339
"9/4/2023",24,"L8_D_9","L8","Drought","RGB1/RGB2",196157.8848
"9/4/2023",24,"L6_C_1","L6","Control","RGB1/RGB2",178844.526
"9/4/2023",24,"L6_C_2","L6","Control","RGB1/RGB2",138413.3386
"9/4/2023",24,"L6_C_3","L6","Control","RGB1/RGB2",92223.59932
"9/4/2023",24,"L6_C_4","L6","Control","RGB1/RGB2",173811.7333
"9/4/2023",24,"L6_C_5","L6","Control","RGB1/RGB2",64121.00087
"9/4/2023",24,"L6_C_6","L6","Control","RGB1/RGB2",201211.3065
"9/4/2023",24,"L6_C_7","L6","Control","RGB1/RGB2",110531.03
"9/4/2023",24,"L6_C_8","L6","Control","RGB1/RGB2",201652.8736
"9/4/2023",24,"L6_C_9","L6","Control","RGB1/RGB2",167950.5508
"9/4/2023",24,"L6_D_1","L6","Drought","RGB1/RGB2",100530.9354
"9/4/2023",24,"L6_D_2","L6","Drought","RGB1/RGB2",115395.156
"9/4/2023",24,"L6_D_3","L6","Drought","RGB1/RGB2",145945.0505
"9/4/2023",24,"L6_D_4","L6","Drought","RGB1/RGB2",119553.4743
"9/4/2023",24,"L6_D_5","L6","Drought","RGB1/RGB2",157471.1866
"9/4/2023",24,"L6_D_6","L6","Drought","RGB1/RGB2",159112.1537
"9/4/2023",24,"L6_D_7","L6","Drought","RGB1/RGB2",159720.1791
"9/4/2023",24,"L6_D_8","L6","Drought","RGB1/RGB2",172425.6337
"9/4/2023",24,"L6_D_9","L6","Drought","RGB1/RGB2",164341.9636
"9/4/2023",24,"L6_C_10","L6","Control","RGB1/RGB2",211508.3902
"9/4/2023",24,"L6_C_11","L6","Control","RGB1/RGB2",229334.2761
"9/4/2023",24,"L6_C_12","L6","Control","RGB1/RGB2",212984.1834
"9/4/2023",24,"L6_C_13","L6","Control","RGB1/RGB2",397541.0266
"9/4/2023",24,"L6_C_14","L6","Control","RGB1/RGB2",266810.5229
"9/4/2023",24,"L6_C_15","L6","Control","RGB1/RGB2",70985.15488
"9/4/2023",24,"L6_C_16","L6","Control","RGB1/RGB2",236043.9623
"9/4/2023",24,"L6_C_18","L6","Control","RGB1/RGB2",271357.368
"9/4/2023",24,"L6_D_10","L6","Drought","RGB1/RGB2",163215.8848
"9/4/2023",24,"L6_D_11","L6","Drought","RGB1/RGB2",193717.7292
"9/4/2023",24,"L6_D_12","L6","Drought","RGB1/RGB2",222547.7809
"9/4/2023",24,"L6_D_13","L6","Drought","RGB1/RGB2",159186.5287
"9/4/2023",24,"L6_D_14","L6","Drought","RGB1/RGB2",227599.7488
"9/4/2023",24,"L6_D_15","L6","Drought","RGB1/RGB2",318250.4929
"9/4/2023",24,"L6_D_16","L6","Drought","RGB1/RGB2",281184.0843
"9/4/2023",24,"L6_D_17","L6","Drought","RGB1/RGB2",181977.4989
"9/4/2023",24,"L6_D_18","L6","Drought","RGB1/RGB2",296725.6053
"9/4/2023",24,"L9_C_1","L9","Control","RGB1/RGB2",220627.7204
"9/4/2023",24,"L9_C_10","L9","Control","RGB1/RGB2",210183.4894
"9/4/2023",24,"L9_C_11","L9","Control","RGB1/RGB2",171388.0605
"9/4/2023",24,"L9_C_12","L9","Control","RGB1/RGB2",240863.7447
"9/4/2023",24,"L9_C_13","L9","Control","RGB1/RGB2",155768.462
"9/4/2023",24,"L9_C_14","L9","Control","RGB1/RGB2",116861.6419
"9/4/2023",24,"L9_C_15","L9","Control","RGB1/RGB2",126106.1072
"9/4/2023",24,"L9_C_16","L9","Control","RGB1/RGB2",180477.8078
"9/4/2023",24,"L9_C_17","L9","Control","RGB1/RGB2",173643.6546
"9/4/2023",24,"L9_C_18","L9","Control","RGB1/RGB2",216346.2161
"9/4/2023",24,"L9_C_19","L9","Control","RGB1/RGB2",118560.6377
"9/4/2023",24,"L9_C_2","L9","Control","RGB1/RGB2",114040.2202
"9/4/2023",24,"L9_C_20","L9","Control","RGB1/RGB2",179277.8322
"9/4/2023",24,"L9_C_3","L9","Control","RGB1/RGB2",76488.74949
"9/4/2023",24,"L9_C_4","L9","Control","RGB1/RGB2",176064.2131
"9/4/2023",24,"L9_C_5","L9","Control","RGB1/RGB2",116758.3543
"9/4/2023",24,"L9_C_6","L9","Control","RGB1/RGB2",325657.1673
"9/4/2023",24,"L9_C_7","L9","Control","RGB1/RGB2",263586.7722
"9/4/2023",24,"L9_C_8","L9","Control","RGB1/RGB2",171552.3383
"9/4/2023",24,"L9_C_9","L9","Control","RGB1/RGB2",241764.2645
"9/4/2023",24,"L9_D_1","L9","Drought","RGB1/RGB2",168720.4259
"9/4/2023",24,"L9_D_10","L9","Drought","RGB1/RGB2",173347.9601
"9/4/2023",24,"L9_D_11","L9","Drought","RGB1/RGB2",184660.3142
"9/4/2023",24,"L9_D_12","L9","Drought","RGB1/RGB2",166036.6206
"9/4/2023",24,"L9_D_13","L9","Drought","RGB1/RGB2",265980.3132
"9/4/2023",24,"L9_D_14","L9","Drought","RGB1/RGB2",259717.8067
"9/4/2023",24,"L9_D_15","L9","Drought","RGB1/RGB2",158657.5974
"9/4/2023",24,"L9_D_16","L9","Drought","RGB1/RGB2",162269.4707
"9/4/2023",24,"L9_D_17","L9","Drought","RGB1/RGB2",130485.6571
"9/4/2023",24,"L9_D_18","L9","Drought","RGB1/RGB2",113388.4306
"9/4/2023",24,"L9_D_19","L9","Drought","RGB1/RGB2",178848.7105
"9/4/2023",24,"L9_D_2","L9","Drought","RGB1/RGB2",188014.4062
"9/4/2023",24,"L9_D_20","L9","Drought","RGB1/RGB2",221329.1601
"9/4/2023",24,"L9_D_3","L9","Drought","RGB1/RGB2",144305.4226
"9/4/2023",24,"L9_D_4","L9","Drought","RGB1/RGB2",224576.0542
"9/4/2023",24,"L9_D_5","L9","Drought","RGB1/RGB2",160050.2544
"9/4/2023",24,"L9_D_6","L9","Drought","RGB1/RGB2",163112.1631
"9/4/2023",24,"L9_D_7","L9","Drought","RGB1/RGB2",184807.7739
"9/4/2023",24,"L9_D_8","L9","Drought","RGB1/RGB2",182909.2481
"9/4/2023",24,"L9_D_9","L9","Drought","RGB1/RGB2",119193.4782
"9/6/2023",26,"L1_C_1","L1","Control","RGB1/RGB2",330064.7933
"9/6/2023",26,"L1_C_10","L1","Control","RGB1/RGB2",165842.9644
"9/6/2023",26,"L1_C_11","L1","Control","RGB1/RGB2",210719.324
"9/6/2023",26,"L1_C_12","L1","Control","RGB1/RGB2",264414.3872
"9/6/2023",26,"L1_C_13","L1","Control","RGB1/RGB2",697635.2925
"9/6/2023",26,"L1_C_14","L1","Control","RGB1/RGB2",727504.7159
"9/6/2023",26,"L1_C_15","L1","Control","RGB1/RGB2",209158.8606
"9/6/2023",26,"L1_C_16","L1","Control","RGB1/RGB2",387170.262
"9/6/2023",26,"L1_C_17","L1","Control","RGB1/RGB2",359708.5967
"9/6/2023",26,"L1_C_18","L1","Control","RGB1/RGB2",134040.397
"9/6/2023",26,"L1_C_19","L1","Control","RGB1/RGB2",186475.0192
"9/6/2023",26,"L1_C_2","L1","Control","RGB1/RGB2",587721.5417
"9/6/2023",26,"L1_C_20","L1","Control","RGB1/RGB2",327346.9467
"9/6/2023",26,"L1_C_3","L1","Control","RGB1/RGB2",520968.0496
"9/6/2023",26,"L1_C_4","L1","Control","RGB1/RGB2",351630.711
"9/6/2023",26,"L1_C_5","L1","Control","RGB1/RGB2",266176.5288
"9/6/2023",26,"L1_C_6","L1","Control","RGB1/RGB2",221717.9661
"9/6/2023",26,"L1_C_7","L1","Control","RGB1/RGB2",344706.6617
"9/6/2023",26,"L1_C_8","L1","Control","RGB1/RGB2",316709.267
"9/6/2023",26,"L1_C_9","L1","Control","RGB1/RGB2",579404.4119
"9/6/2023",26,"L1_D_1","L1","Drought","RGB1/RGB2",445197.1442
"9/6/2023",26,"L1_D_10","L1","Drought","RGB1/RGB2",391750.8603
"9/6/2023",26,"L1_D_11","L1","Drought","RGB1/RGB2",465093.7776
"9/6/2023",26,"L1_D_12","L1","Drought","RGB1/RGB2",255980.4862
"9/6/2023",26,"L1_D_13","L1","Drought","RGB1/RGB2",210553.467
"9/6/2023",26,"L1_D_14","L1","Drought","RGB1/RGB2",362341.3045
"9/6/2023",26,"L1_D_15","L1","Drought","RGB1/RGB2",301897.5764
"9/6/2023",26,"L1_D_16","L1","Drought","RGB1/RGB2",223723.3934
"9/6/2023",26,"L1_D_17","L1","Drought","RGB1/RGB2",654571.7523
"9/6/2023",26,"L1_D_18","L1","Drought","RGB1/RGB2",390191.3427
"9/6/2023",26,"L1_D_19","L1","Drought","RGB1/RGB2",281255.5502
"9/6/2023",26,"L1_D_2","L1","Drought","RGB1/RGB2",537108.7549
"9/6/2023",26,"L1_D_20","L1","Drought","RGB1/RGB2",297513.4785
"9/6/2023",26,"L1_D_3","L1","Drought","RGB1/RGB2",317887.3793
"9/6/2023",26,"L1_D_4","L1","Drought","RGB1/RGB2",392596.1845
"9/6/2023",26,"L1_D_5","L1","Drought","RGB1/RGB2",561802.181
"9/6/2023",26,"L1_D_6","L1","Drought","RGB1/RGB2",240077.7608
"9/6/2023",26,"L1_D_7","L1","Drought","RGB1/RGB2",207432.2166
"9/6/2023",26,"L1_D_8","L1","Drought","RGB1/RGB2",245525.0562
"9/6/2023",26,"L1_D_9","L1","Drought","RGB1/RGB2",454582.3799
"9/6/2023",26,"L3_C_1","L3","Control","RGB1/RGB2",412090.979
"9/6/2023",26,"L3_C_2","L3","Control","RGB1/RGB2",263059.9584
"9/6/2023",26,"L3_C_3","L3","Control","RGB1/RGB2",384518.5524
"9/6/2023",26,"L3_C_4","L3","Control","RGB1/RGB2",310922.639
"9/6/2023",26,"L3_C_5","L3","Control","RGB1/RGB2",364467.6322
"9/6/2023",26,"L3_C_6","L3","Control","RGB1/RGB2",574946.859
"9/6/2023",26,"L3_C_7","L3","Control","RGB1/RGB2",483632.8964
"9/6/2023",26,"L3_C_8","L3","Control","RGB1/RGB2",507060.4088
"9/6/2023",26,"L3_C_9","L3","Control","RGB1/RGB2",385784.76
"9/6/2023",26,"L3_D_1","L3","Drought","RGB1/RGB2",623402.6246
"9/6/2023",26,"L3_D_2","L3","Drought","RGB1/RGB2",338457.9374
"9/6/2023",26,"L3_D_3","L3","Drought","RGB1/RGB2",404292.5071
"9/6/2023",26,"L3_D_4","L3","Drought","RGB1/RGB2",564293.6171
"9/6/2023",26,"L3_D_5","L3","Drought","RGB1/RGB2",385240.9037
"9/6/2023",26,"L3_D_6","L3","Drought","RGB1/RGB2",345628.5429
"9/6/2023",26,"L3_D_7","L3","Drought","RGB1/RGB2",547040.0414
"9/6/2023",26,"L3_D_8","L3","Drought","RGB1/RGB2",338612.5743
"9/6/2023",26,"L3_D_9","L3","Drought","RGB1/RGB2",435526.1346
"9/6/2023",26,"L2_C_1","L2","Control","RGB1/RGB2",264015.1586
"9/6/2023",26,"L2_C_2","L2","Control","RGB1/RGB2",393957.9433
"9/6/2023",26,"L2_C_3","L2","Control","RGB1/RGB2",345850.9794
"9/6/2023",26,"L2_C_4","L2","Control","RGB1/RGB2",280859.7748
"9/6/2023",26,"L2_C_5","L2","Control","RGB1/RGB2",389652.919
"9/6/2023",26,"L2_C_6","L2","Control","RGB1/RGB2",415029.0273
"9/6/2023",26,"L2_C_7","L2","Control","RGB1/RGB2",266441.4555
"9/6/2023",26,"L2_C_8","L2","Control","RGB1/RGB2",312859.3101
"9/6/2023",26,"L2_C_9","L2","Control","RGB1/RGB2",235542.5348
"9/6/2023",26,"L2_D_1","L2","Drought","RGB1/RGB2",342468.7219
"9/6/2023",26,"L2_D_2","L2","Drought","RGB1/RGB2",201018.355
"9/6/2023",26,"L2_D_3","L2","Drought","RGB1/RGB2",386043.2033
"9/6/2023",26,"L2_D_4","L2","Drought","RGB1/RGB2",176540.2705
"9/6/2023",26,"L2_D_5","L2","Drought","RGB1/RGB2",209338.0544
"9/6/2023",26,"L2_D_6","L2","Drought","RGB1/RGB2",188402.186
"9/6/2023",26,"L2_D_7","L2","Drought","RGB1/RGB2",344547.9671
"9/6/2023",26,"L2_D_8","L2","Drought","RGB1/RGB2",336863.8567
"9/6/2023",26,"L2_D_9","L2","Drought","RGB1/RGB2",306391.2781
"9/6/2023",26,"L5_C_1","L5","Control","RGB1/RGB2",518900.1302
